MsgID.STATE,1526666818.5144691,False,False
MsgID.LOCAL_VELOCITY,1526666870.5501702,0.0000000,0.0000000,3.9500000
MsgID.LOCAL_POSITION,1526666870.5506270,-0.1342904,-0.1915808,-3.5345516
MsgID.LOCAL_VELOCITY,1526666870.5506270,0.0020187,-0.0080253,3.9516037
MsgID.GLOBAL_HOME,1526666870.7633002,-122.3974500,37.7924800,0.0000000
MsgID.STATE,1526666870.7636490,True,True
MsgID.GLOBAL_POSITION,1526666870.8003500,-122.3974522,37.7924806,2.3980000
MsgID.LOCAL_VELOCITY,1526666870.8003500,0.0200000,0.0100000,4.3100000
MsgID.LOCAL_POSITION,1526666870.8008640,0.0776870,-0.2018170,-2.3983982
MsgID.LOCAL_VELOCITY,1526666870.8008640,0.0222189,0.0104623,4.3167720
MsgID.GLOBAL_POSITION,1526666871.0492020,-122.3974508,37.7924814,1.3560000
MsgID.LOCAL_VELOCITY,1526666871.0492020,0.0200000,0.0200000,4.3200000
MsgID.LOCAL_POSITION,1526666871.0496991,0.1611266,-0.0711514,-1.3560739
MsgID.LOCAL_VELOCITY,1526666871.0496991,0.0245942,0.0242549,4.3259506
MsgID.GLOBAL_POSITION,1526666871.3004789,-122.3974491,37.7924813,0.1740000
MsgID.LOCAL_VELOCITY,1526666871.3004789,0.0100000,0.0200000,4.2700000
MsgID.LOCAL_POSITION,1526666871.3010619,0.1542669,0.0784272,-0.1725149
MsgID.LOCAL_VELOCITY,1526666871.3010619,0.0105635,0.0225313,4.2765379
MsgID.GLOBAL_POSITION,1526666871.5511410,-122.3974498,37.7924800,0.0080000
MsgID.LOCAL_VELOCITY,1526666871.5511410,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1526666871.5518029,0.0100535,0.0150923,-0.0081404
MsgID.LOCAL_VELOCITY,1526666871.5518029,0.0000120,0.0000031,0.0000139
MsgID.GLOBAL_HOME,1526666871.7632320,-122.3974500,37.7924800,0.0000000
